:oncoming_police_car: | 8D97AD
:oncoming_bus: | A4A8AB
:oncoming_automobile: | 879EB6
:oncoming_taxi: | BFAC8F
:aerial_tramway: | 9D8699
:mountain_cableway: | 95949E
:suspension_railway: | 998678
:railway_car: | AFA892
:train: | B496A1
:mountain_railway: | B8B8A8
:monorail: | A5B3B3
:bullettrain_side: | 91A4BA
:bullettrain_front: | 9EAFC2
:light_rail: | A29A9F
:steam_locomotive: | 86646D
:train2: | A9A6AD
:metro: | 796975
:tram: | 7E8A8D
:station: | 808C8E
:airplane: | 88A1BA
:airplane_departure: | 99AFB2
:airplane_arriving: | 9FAFAD
:airplane_small: | AE8084
:seat: | 7792B4
:satellite_orbital: | 94A9BF
:rocket: | 99869A
:flying_saucer: | B4B2AA
:helicopter: | A89A87
:canoe: | A188A8
:sailboat: | B3A0A1
:speedboat: | 938DA9
:motorboat: | 8396B2
:cruise_ship: | 7F9EC1
:ferry: | 889CBE
:ship: | 9EA0B2
:ring_buoy: | C16C6A
:anchor: | 68556F
:hook: | B38E58
:fuelpump: | AE927A
:construction: | A29788
:vertical_traffic_light: | 74787B
:traffic_light: | 6E6F71
:busstop: | 917D83
:map: | 89B3CA
:moyai: | 89B3CA
:statue_of_liberty: | 7EA09B
:tokyo_tower: | 97808A
:european_castle: | 8C9DAC
:japanese_castle: | 959396
:stadium: | ACA5A2
:ferris_wheel: | 948182
:roller_coaster: | 9B95A2
:carousel_horse: | 9495A2
:fountain: | 8590A8
:beach_umbrella: | B3858A
:beach: | AB8E97
:island: | B28A6C
:desert: | B0A568
:volcano: | 8E786A
:mountain: | 5C6056
:mountain_snow: | 5E6762
:mount_fuji: | 828D97
:camping: | A7966D
:tent: | D5994F
:house: | C6B48F
:house_with_garden: | BAB48E
:homes: | B9A887
:house_abandoned: | B28B75
:hut: | CDA36F
:construction_site: | 8A504E
:factory: | A07975
:office: | B7BBB9
:department_store: | ADB9C3
:post_office: | A9ACBC
:european_post_office: | BA7A73
:hospital: | ADC2DA
:bank: | AFB3B1
:hotel: | C2BAAA
:convenience_store: | AEA5B7
:school: | BCB8B2
:love_hotel: | C2A7C2
:wedding: | BE93AF
:classical_building: | 9AA6B7
:church: | C3A896
:mosque: | CEA477
:synagogue: | A79C95
:hindu_temple: | A3604E
:kaaba: | 7A552B
:shinto_shrine: | A76058
:railway_track: | 8EAFB9
:motorway: | 85AFB4
:japan: | 7EBADA
:rice_scene: | 839EA4
:park: | 799BA6
:sunrise: | C1AB89
:sunrise_over_mountains: | C6B16D
:stars: | B39B81
:sparkler: | 8F99A3
:fireworks: | 9E9E9B
:city_sunset: | B69769
:city_dusk: | B69769
:cityscape: | 728292
:night_with_stars: | 526479
:milky_way: | 6A5692
:bridge_at_night: | 9F6B76
:foggy: | CCBEC6

:watch: | B2B7BA
:mobile_phone: | 4D8EC1
:calling: | 5992C4
:computer: | 8EABCA
:keyboard: | 8B97A0
:desktop: | 9DBAD9
:printer: | 98B1CA
:mouse_three_button: | 8497A7
:trackball: | 7C7A98
:joystick: | 804A56
:compression: | AA4F4B
:minidisc: | C9B38B
:floppy_disk: | 9FA8B0
:cd: | A5ABAE
:dvd: | E2BF7F
:vhs: | 686C6E
:camera: | 636972
:camera_with_flash: | 847A74
:video_camera: | 47555E
:movie_camera: | 50575E
:projector: | 5B5961
:film_frames: | 879AA8
:telephone_receiver: | 6F5E68
:telephone: | C75D61
:pager: | 9EAB8A
:fax: | 8A9A9B
:tv: | 5785A7
:radio: | 7B8993
:microphone2: | 767F83
:level_slider: | AEBAC3
:control_knobs: | AFB3B7
:compass: | DEC4B3
:stopwatch: | AFACAE
:timer: | 9FA1AB
:alarm_clock: | CAA5A1
:clock: | B59589
:hourglass: | CAB397
:hourglass_flowing_sand: | CBAF92
:satellite: | 8B8E8D
:battery: | 88A97C
:low_battery: | C8B1B7
:electric_plug: | 5E5D71
:bulb: | D7BC84
:flashlight: | 828D8F
:candle: | CFBBAB
:diya_lamp: | C67A2F
:fire_extinguisher: | AF696E
:oil: | 4782B1
:money_with_wings: | A5BC99
:dollar: | B6C183
:yen: | E4C089
:euro: | A0A9BA
:pound: | BDA8C6
:coin: | E9B677
:moneybag: | D9B777
:credit_card: | D2AA7D
:identification_card: | C0B1AA
:gem: | 7DA4C8
:scales: | A27C52
:ladder: | 8F5145
:toolbox: | BD525D
:screwdriver: | AA6967
:wrench: | 979FA7
:hammer: | A1806F
:hammer_pick: | A47E66
:tools: | 947A6E
:pick: | A06D48
:carpentry_saw: | 998F8F
:nut_and_bolt: | 998F8F
:gear: | 646A71
:mouse_trap: | 8D583F
:bricks: | B17161
:chains: | B0B1B1
:link: | 787D8C
:broken_chain: | 9B9098
:magnet: | 9D5D5F
:gun: | 749260
:bomb: | 625D52
:firecracker: | BF6E5C
:axe: | AB8D7E
:knife: | ADA9AB
:dagger: | BDA590
:crossed_swords: | ACA6A6
:shield: | 7796BB
:smoking: | A79392
:coffin: | B37E6E
:headstone: | B0AFB1
:urn: | BA8B82
:amphora: | 8E605A
:crystal_ball: | 987CB1
:prayer_beads: | 7D316B
:nazar_amulet: | 6B6FB2
:hamsa: | 5393CB
:barber: | AA9DB0
:alembic: | A6B4C4
:telescope: | 9A6062
:microscope: | 8C848B
:hole: | 5E7284
:x_ray: | 688FB2
:adhesive_bandage: | CCA28C
:stethoscope: | A27C53
:pill: | C08B5D
:syringe: | A4A2B8
:drop_of_blood: | CE5552
:dna: | 9F9296
:microbe: | 779363
:petri_dish: | BA9598
:test_tube: | 8DB5A1
:thermometer: | C2A09C
:broom: | B09267
:plunger: | B9535C
:basket: | AB7466
:roll_of_paper: | D7D8DA
:toilet: | B9C1C9
:potable_water: | 6986A7
:shower: | 6F8099
:bathtub: | B1B2B4
:bath: | B1AFB2
:soap: | DEB0B9
:toothbrush: | 949B94
:razor: | 98A46C
:hair_pick: | 746456
:sponge: | DEB073
:bucket: | 87A7C3
:squeeze_bottle: | D8AB80
:bellhop: | D59460
:key: | B27C6F
:key2: | 72686C
:door: | AB6354
:chair: | A15636
:couch: | 8D8B59
:bed: | 9F8090
:sleeping_accommodation: | 8F8A9D
:teddy_bear: | A37174
:nesting_dolls: | AC807A
:frame_photo: | A4939A
:mirror: | BAB4B4
:window: | B6B7CB
:shopping_bags: | 9E5983
:shopping_cart: | 847A7F
:gift: | DA9E67
:balloon: | A76F73
:flags: | AB99B0
:ribbon: | C15A68
:magic_wand: | 936C5E
:piñata: | A5888A
:confetti_ball: | AA7062
:tada: | A26B6D
:dolls: | 95898F
:folding_hand_fan: | CD6E62
:izakaya_lantern: | B33D50
:wind_chime: | 929893
:mirror_ball: | 8EA7CB
:red_envelope: | D46F6A
:envelope: | C5CBD3
:envelope_with_arrow: | B4C6D4
:incoming_envelope: | B9C6CE
:e_mail: | C2CCD0
:love_letter: | C9B3BA
:inbox_tray: | B49070
:outbox_tray: | BE6859
:package: | BA8B7C
:label: | E8C78C
:placard: | B8BABD
:mailbox_closed: | 8D8895
:mailbox: | 988F9B
:mailbox_with_mail: | A79FA5
:mailbox_with_no_mail: | 988489
:postbox: | C3838A
:postal_horn: | C78D5A
:scroll: | DDBD8B
:page_with_curl: | BFC9CE
:page_facing_up: | B8BFC5
:bookmark_tabs: | ADBAC8
:receipt: | B9BDC0
:bar_chart: | B4B5BB
:chart_with_upwards_trend: | C7BBC3
:chart_with_downwards_trend: | B7C4D3
:notepad_spiral: | B0B7C1
:calendar_spiral: | C2B1B7
:calendar: | B9A3A5
:date: | C6ADB4
:wastebasket: | 898C96
:card_index: | 9DA6B3
:card_box: | A8A9B3
:ballot_box: | 9AAABB
:file_cabinet: | 797D84
:clipboard: | B4AEB7
:file_folder: | 568ECA
:open_file_folder: | 5F95C6
:dividers: | E2CAA2
:newspaper2: | BAC4C9
:newspaper: | AAB5C4
:notebook: | 979398
:notebook_with_decorative_cover: | C69B8C
:ledger: | E2AC63
:closed_book: | C6665C
:green_book: | 7B9C71
:blue_book: | 7B9DC3
:orange_book: | F1AA64
:books: | AA9DA9
:book: | B5C1CA
:bookmark: | C9BBC4
:safety_pin: | 928C92
:paperclip: | 928C92
:paperclips: | 9A968B
:triangular_ruler: | EABF5C
:straight_ruler: | D5AD5C
:abacus: | 9C7E6F
:pushpin: | BB5B5C
:round_pushpin: | B86260
:scissors: | A2777B
:pen_ballpoint: | 866E46
:pen_fountain: | 4D4E50
:black_nib: | 585253
:paintbrush: | 777092
:crayon: | BB6575
:pencil: | C5BBB4
:pencil2: | CFAC81
:mag: | 98A3AE
:mag_right: | ACADAD
:lock_with_ink_pen: | C6A283
:closed_lock_with_key: | D29767
:lock: | DDA167
:unlock: | DFA465

:pink_heart: | E09BB1
:heart: | D65051
:orange_heart: | E78A20
:yellow_heart: | EABA4F
:green_heart: | 95AD6C
:light_blue_heart: | 92BBDC
:blue_heart: | 82A4D7
:purple_heart: | A887BD
:black_heart: | 715456
:grey_heart: | A4A2A4
:white_heart: | DACFCC
:brown_heart: | BD6E5E
:broken_heart: | CD433F
:heart_exclamation: | CD384B
:two_hearts: | C82B3F
:revolving_hearts: | C94450
:heartbeat: | CD494E
:heartpulse: | DD6A77
:sparkling_heart: | D85550
:cupid: | D96842
:gift_heart: | E28C5E
:mending_heart: | D48D90
:heart_on_fire: | DD7D59
:heart_decoration: | E3A7AF
:peace: | BF99CE
:cross: | B18CCF
:star_and_crescent: | BB9BD3
:om_symbol: | B193D5
:wheel_of_dharma: | B597D5
:khanda: | B69AD5
:star_of_david: | B092D2
:six_pointed_star: | BDA7D9
:menorah: | B89FD7
:yin_yang: | B7A1D8
:orthodox_cross: | AF93D4
:place_of_worship: | B297D5
:ophiuchus: | AC90D1
:aries: | A888CF
:taurus: | A88ACF
:gemini: | AC8FD1
:cancer: | A889D0
:leo: | AD90D2
:virgo: | AF94D2
:libra: | AE91D5
:scorpius: | AC90D6
:sagittarius: | A988D1
:capricorn: | AC91D4
:aquarius: | B297D5
:pisces: | AC8CD1
:id: | BEA8DB
:atom: | B898CF
:accept: | E7A072
:radioactive: | EBAA75
:biohazard: | EAA86C
:mobile_phone_off: | F4B37C
:vibration_mode: | F3AD77
:u6709: | F1A868
:u7121: | F1A969
:u7533: | EDA65C
:u55b6: | EDAB68
:u6708: | EBA760
:eight_pointed_black_star: | 977C4A
:vs: | ECB98E
:white_flower: | DEB1AA
:ideograph_advantage: | 9A3F4D
:secret: | D87A85
:congratulations: | D97985
:u5408: | DD6D79
:u6e80: | E1737D
:u5272: | DB7882
:u7981: | DA757E
:a: | DB7580
:b: | DD818A
:ab: | DF9099
:cl: | DA8B9A
:o2: | DA8B9A
:sos: | D88293
:x: | B75B7C
:o: | B5597A
:octagonal_sign: | C0627B
:no_entry: | BE8195
:name_badge: | CD8E9E
:no_entry_sign: | C25269
:100: | A94C5C
:anger: | 8F527C
:hotsprings: | 9C5A7D
:no_pedestrians: | 88687E
:do_not_litter: | 8F7288
:no_bicycles: | 907287
:non_potable_water: | 8F7386
:underage: | 947A8D
:no_mobile_phones: | 8D7085
:no_smoking: | 85687E
:exclamation: | 9B729A
:grey_exclamation: | 9AA2C7
:question: | 945989
:grey_question: | 9CA0BC
:bangbang: | 925781
:interrobang: | 954D79
:low_brightness: | B3867D
:high_brightness: | B78A7C
:part_alternation_mark: | C9A471
:warning: | CCA866
:children_crossing: | AD8E5D
:trident: | CEA76E
:fleur_de_lis: | A183A6
:beginner: | A183A6
:recycle: | 81986A
:white_check_mark: | 81986A
:u6307: | A4BE8D
:chart: | A7BF92
:sparkle: | A0C297
:eight_spoked_asterisk: | B5C9A6
:negative_squared_cross_mark: | A2BF9D
:globe_with_meridians: | 4B7695
:diamond_shape_with_a_dot_inside: | 7299CB
:m: | 9AADCD
:cyclone: | 728EC0
:zzz: | 8082A9
:atm: | 839EC5
:wc: | 8694B4
:wheelchair: | 808EAF
:parking: | 8692B1
:elevator: | 919EBA
:u7a7a: | 7A8AAC
:sa: | 7282A7
:passport_control: | 8B97B5
:customs: | 849CB9
:baggage_claim: | A3B1C6
:left_luggage: | 8FA5C1
:wireless: | 6B96C4
:mens: | 878EAF
:womens: | DD8D97
:baby_symbol: | E5A98D
:restroom: | A1B3CE
:put_litter_in_its_place: | 86A9CF
:cinema: | A5BBD5
:signal_strength: | 7EA3CA
:koko: | 709CC7
:symbols: | 84A7CD
:information_source: | 6595C4
:abc: | 739DC8
:abcd: | 80A5CC
:capital_abcd: | 89ADD2
:ng: | 88AED3
:ok: | 87ACD1
:up: | 7CA8D0
:cool: | 719FCB
:new: | 79A4CE
:free: | 88ABD1
:zero: | 7DA3CC
:one: | 6599C9
:two: | 83A2C4
:three: | 789FC7
:four: | 7DA2C9
:five: | 719FCD
:six: | 73A1CB
:seven: | 699BC5
:eight: | 7DA8C9
:nine: | 79A4C6
:keycap_ten: | 8EB1CE
:1234: | 7DA5C4
:hash: | 77A2C3
:asterisk: | 77A2C3
:eject: | 88ABCE
:arrow_forward: | 80A6CD
:pause_button: | 79A4CE
:play_pause: | 85ABD0
:stop_button: | A4BEDA
:record_button: | 9FBCD9
:track_next: | 8DADCE
:track_previous: | 96ACCE
:fast_forward: | 82A8D0
:rewind: | 89A7CC
:arrow_double_up: | 86A7CE
:arrow_double_down: | 7DA5C8
:arrow_backward: | 8CA9C9
:arrow_up_small: | 90A9CA
:arrow_down_small: | 85A8CF
:arrow_right: | 83A6CD
:arrow_left: | 79A3CE
:arrow_up: | 7DA4CD
:arrow_down: | 91A2C8
:arrow_upper_right: | 90A7CA
:arrow_lower_right: | 8AABCF
:arrow_lower_left: | 82A7CD
:arrow_upper_left: | 82A8D0
:arrow_up_down: | 86ABD2
:left_right_arrow: | 83A8D0
:arrow_right_hook: | 7AA4CE
:leftwards_arrow_with_hook: | 6F9CC8
:arrow_heading_up: | 6E9CC9
:arrow_heading_down: | 6898C5
:twisted_rightwards_arrows: | 8CADD1
:repeat: | 90A8CA
:repeat_one: | 83ABD3
:arrows_counterclockwise: | 8EA4CA
:arrows_clockwise: | 8AA4CA
:musical_note: | 6597CE
:notes: | 5495BB
:heavy_plus_sign: | 82796C
:heavy_minus_sign: | 566C85
:heavy_division_sign: | 425D79
:heavy_multiplication_x: | 41566B
:heavy_equals_sign: | 476480
:infinity: | 7EA5D2
:heavy_dollar_sign: | 616B81
:currency_exchange: | 39516C
:wavy_dash: | 586687
:curly_loop: | 476C8F
:loop: | 6F8BAA
:end: | 53677C
:back: | 495D73
:on: | 404F65
:top: | 405061
:soon: | 37485C
:heavy_check_mark: | 505573
:ballot_box_with_check: | 5880A9
:radio_button: | 7F9AB7
:white_circle: | CECBD1
:black_circle: | 756B73
:red_circle: | BF5973
:blue_circle: | 729ED5
:brown_circle: | AD7883
:purple_circle: | 9F8EC3
:green_circle: | 85AA7D
:yellow_circle: | DFBA6E
:orange_circle: | E0955E
:small_red_triangle: | BB778A
:small_red_triangle_down: | B27590
:small_orange_diamond: | B98D82
:small_blue_diamond: | 789BC4
:large_orange_diamond: | CD8F71
:large_blue_diamond: | 76A7D7
:white_square_button: | 99A1AB
:black_square_button: | AAAFB5
:black_small_square: | 647689
:white_small_square: | ADB7C3
:black_medium_small_square: | 5E6E7F
:white_medium_small_square: | BAC1C8
:black_medium_square: | 636D78
:white_medium_square: | BDC2C7
:black_large_square: | 6A7580
:white_large_square: | D4D0D1
:orange_square: | E0A080
:blue_square: | 8A9ED3
:red_square: | C65B78
:brown_square: | BC717F
:purple_square: | A48EC9
:green_square: | 7AAC7F
:yellow_square: | F1C466
:speaker: | B3B5B6
:mute: | A3A0B1
:sound: | A0AEBB
:loud_sound: | 96A1AC
:bell: | D09767
:no_bell: | D19062
:mega: | 6385B8
:loudspeaker: | A38FA4
:speech_left: | 7EB4DB
:eye_in_speech_bubble: | 7C8B9A
:speech_balloon: | 9BB9D0
:thought_balloon: | A2BFD6
:anger_right: | 97A2AE
:spades: | 334759
:clubs: | 3A3F54
:hearts: | A03553
:diamonds: | A03553
:black_joker: | BEB2BD
:flower_playing_cards: | BE929B
:mahjong: | C6B9BF
:clock1: | BBBFC9
:clock2: | B4C1CE
:clock3: | B7BFC8
:clock4: | B6BFCC
:clock5: | BBC6C8
:clock6: | C3C7C8
:clock7: | C3C4C7
:clock8: | C0C8CE
:clock9: | C0C9CF
:clock10: | C0C9CE
:clock11: | C0C9CF
:clock12: | C2C8CC
:clock130: | BEC8CF
:clock230: | C0C8CE
:clock330: | BBC3C9
:clock430: | BEC7CD
:clock530: | C0C9CF
:clock630: | C0C9CF
:clock730: | C0C9CE
:clock830: | BAC3C9
:clock930: | BFC7CD
:clock1030: | B8C1C7
:clock1130: | C3CBD0
:clock1230: | CBBFC1
:female_sign: | DA8C9F
:male_sign: | 9387A9
:transgender_symbol: | AB8ECC
:medical_symbol: | A68DD3
:regional_indicator_z: | 88A9CB
:regional_indicator_y: | 88A5C6
:regional_indicator_x: | 83A8CF
:regional_indicator_w: | 93B2D4
:regional_indicator_v: | 7FA6CF
:regional_indicator_u: | 84A8CF
:regional_indicator_t: | 749CC7
:regional_indicator_s: | 82A4CB
:regional_indicator_r: | 83A8D0
:regional_indicator_q: | 8BADD2
:regional_indicator_p: | 7DA6CF
:regional_indicator_o: | 83A8CF
:regional_indicator_n: | 8DAFD4
:regional_indicator_m: | 95B4D6
:regional_indicator_l: | 709ECB
:regional_indicator_k: | 7BA2CB
:regional_indicator_j: | 6898C6
:regional_indicator_i: | 6598C8
:regional_indicator_h: | 8BABD1
:regional_indicator_g: | 8CADD2
:regional_indicator_f: | 6B99C5
:regional_indicator_e: | 83A8D0
:regional_indicator_d: | 88ACD1
:regional_indicator_c: | 7EA5CD
:regional_indicator_b: | 8AADD2
:regional_indicator_a: | 88ABD0

:flag_white: | C0C3CA
:flag_black: | 545966
:pirate_flag: | 787575
:checkered_flag: | 979DA4
:triangular_flag_on_post: | BA5555
:rainbow_flag: | B58163
:transgender_flag: | B6B5C5
:united_nations: | 82A2CB
:flag_af: | 977767
:flag_ax: | 976C6C
:flag_al: | B52B46
:flag_dz: | AD9D9D
:flag_as: | A69CAE
:flag_ad: | C18B72
:flag_ao: | A63C2E
:flag_ai: | 887291
:flag_aq: | 9298BE
:flag_ag: | A98291
:flag_ar: | B6B9CC
:flag_am: | AE7685
:flag_aw: | 778BBA
:flag_au: | 7C688F
:flag_at: | DA989C
:flag_az: | A68979
:flag_bs: | 95A69D
:flag_bh: | C5888A
:flag_bd: | 765B48
:flag_bb: | 947B64
:flag_by: | 9D6966
:flag_be: | B78441
:flag_bz: | 8B848E
:flag_bj: | B68657
:flag_bm: | D3816D
:flag_bt: | EFB47A
:flag_bo: | BE9559
:flag_ba: | 998784
:flag_bw: | 7D9FB4
:flag_br: | 8BA16D
:flag_io: | A193A1
:flag_vg: | 877F82
:flag_bn: | CEB26D
:flag_bg: | BAA392
:flag_bf: | A57B4D
:flag_bi: | B89A7F
:flag_kh: | AD8294
:flag_cm: | B98E54
:flag_ca: | E2B3A5
:flag_ic: | BEA999
:flag_cv: | 8B7787
:flag_bq: | 9895A9
:flag_ky: | 7B6685
:flag_cf: | B39F87
:flag_td: | BC8348
:flag_cl: | D58A86
:flag_cn: | D05857
:flag_cx: | 3E6881
:flag_cc: | 528A2E
:flag_co: | BD9249
:flag_km: | B7A088
:flag_cg: | B99265
:flag_cd: | 9872BA
:flag_ck: | 79548D
:flag_cr: | B6898E
:flag_ci: | C8AE9B
:flag_hr: | AD909C
:flag_cu: | A4829E
:flag_cw: | 80848F
:flag_cy: | DAD4D1
:flag_cz: | C69E9F
:flag_dk: | D59998
:flag_dj: | 91B1A8
:flag_dm: | 84856F
:flag_do: | B29090
:flag_ec: | C49A69
:flag_eg: | B69793
:flag_sv: | 9B98BA
:flag_gq: | B49699
:flag_er: | AB7D83
:flag_ee: | 939BA8
:flag_et: | 9C7D6A
:flag_eu: | 564487
:flag_fk: | 846493
:flag_fo: | BBA5B9
:flag_fj: | 9DAAC5
:flag_fi: | A2A7BD
:flag_fr: | C3A1A6
:flag_gf: | C9AF32
:flag_pf: | CD9496
:flag_tf: | CD9496
:flag_ga: | 93957B
:flag_gm: | A58181
:flag_ge: | D49B9E
:flag_de: | C68040
:flag_gh: | B78741
:flag_gi: | D1A29B
:flag_gr: | 9999B8
:flag_gl: | CE9EA5
:flag_gd: | B48854
:flag_gp: | 746045
:flag_gu: | 513177
:flag_gt: | A0B7CE
:flag_gg: | E2B4B0
:flag_gn: | C2955C
:flag_gw: | B2861F
:flag_gy: | A49545
:flag_ht: | 966588
:flag_hn: | 9586A8
:flag_hk: | D67579
:flag_hu: | B0868B
:flag_is: | 927693
:flag_in: | C0AC96
:flag_id: | D9ACAC
:flag_ir: | C2A79E
:flag_iq: | AB9C95
:flag_ie: | C6A794
:flag_im: | D4626B
:flag_il: | B1B1C2
:flag_it: | B3A89F
:flag_jm: | AA9446
:flag_jp: | DFC8C6
:crossed_flags: | BFB7B4
:flag_je: | DDB8B8
:flag_jo: | 9C908E
:flag_kz: | 4EA3B3
:flag_ke: | 835A54
:flag_ki: | 835A54
:flag_xk: | 6A5F95
:flag_kw: | A6888F
:flag_kg: | E16658
:flag_la: | B25E6E
:flag_lv: | B57B80
:flag_lb: | D99691
:flag_ls: | A5A8AD
:flag_lr: | A28593
:flag_ly: | 8A6252
:flag_li: | A15F67
:flag_lt: | B87F4F
:flag_lu: | B69BAB
:flag_mo: | 758C80
:flag_mk: | D28C6C
:flag_mg: | C69B89
:flag_mw: | A7755C
:flag_my: | C48B91
:flag_mv: | 997050
:flag_ml: | C8A95E
:flag_mt: | CE999F
:flag_mh: | 80668D
:flag_mq: | 9596AC
:flag_mr: | 9596AC
:flag_mu: | AF8841
:flag_yt: | CFD1CE
:flag_mx: | BAA3A1
:flag_fm: | 87A3CB
:flag_md: | B8918F
:flag_mc: | DAA7A1
:flag_mn: | B15E6A
:flag_me: | D15659
:flag_ms: | 8B5882
:flag_ma: | B1383F
:flag_mz: | AB8A50
:flag_mm: | BCA96C
:flag_na: | 878579
:flag_nr: | 615176
:flag_np: | 95586F
:flag_nl: | AB9297
:flag_nc: | A48966
:flag_nz: | 756192
:flag_ni: | 98A3C0
:flag_ne: | BAAF93
:flag_ng: | A6B99C
:flag_nu: | D7C162
:flag_nf: | A3AA8D
:flag_kp: | B26883
:flag_mp: | 7B77AD
:flag_no: | C36372
:flag_om: | C78F8A
:flag_pk: | 89928A
:flag_pw: | 94A39B
:flag_ps: | 9B888C
:flag_pa: | 95818B
:flag_pg: | AA5A52
:flag_py: | BF8B9C
:flag_pe: | D69F9B
:flag_ph: | B17488
:flag_pn: | 7D5F82
:flag_pl: | D0A0A0
:flag_pt: | AF6569
:flag_pr: | AF6569
:flag_qa: | B7959E
:flag_re: | 9769AC
:flag_ro: | B2866C
:flag_ru: | A4899D
:flag_rw: | 8A9F9D
:flag_ws: | AF5D6D
:flag_sm: | BCBDC5
:flag_st: | 9BA760
:flag_sa: | 47895E
:flag_sn: | B69A53
:flag_rs: | BE8A8F
:flag_sc: | B6927A
:flag_sl: | 9FB7B4
:flag_sg: | E3B4B5
:flag_sx: | BB8391
:flag_sk: | C18FA3
:flag_si: | B59BB0
:flag_gs: | 7B5D8A
:flag_sb: | 66668A
:flag_so: | 4D86C7
:flag_za: | 95818B
:flag_kr: | CCC2C0
:flag_ss: | A47576
:flag_es: | D17800
:flag_lk: | BC7954
:flag_bl: | D3C2BF
:flag_sh: | 827C8E
:flag_kn: | 777961
:flag_lc: | 8CB5D2
:flag_pm: | 8CA4B3
:flag_vc: | 8CA4B3
:flag_sd: | 9D8B76
:flag_sr: | B2947E
:flag_sz: | 9A7580
:flag_se: | 948580
:flag_ch: | C6777F
:flag_sy: | BF9094
:flag_tw: | D64E5E
:flag_tj: | B9937D
:flag_tz: | 6A9484
:flag_th: | 91848E
:flag_tl: | C66453
:flag_tg: | AA7C4B
:flag_tk: | 847A76
:flag_to: | C06065
:flag_tt: | BA3336
:flag_tn: | DE4C58
:flag_tr: | DC413D
:flag_tm: | 799260
:flag_tc: | 92808A
:flag_vi: | D2C7BE
:flag_tv: | A0959E
:flag_ug: | B38550
:flag_ua: | BB8F76
:flag_ae: | A58D7D
:flag_gb: | C19195
:england: | D0B1BB
:scotland: | A2B2C9
:wales: | B29E93
:flag_us: | B09694
:flag_uy: | AEA9BA
:flag_uz: | 91B0AA
:flag_vu: | 8E744F
:flag_va: | E0D0A1
:flag_ve: | B57867
:flag_vn: | D34F32
:flag_wf: | DB4F5E
:flag_eh: | 977D79
:flag_ye: | 9B8882
:flag_zm: | 7C875E
:flag_zw: | 7C875E
:flag_ac: | 8A6E88
:flag_bv: | B56879
:flag_cp: | CA8F98
:flag_ea: | DB7C40
:flag_dg: | B4A0A9
:flag_hm: | 625E8F
:flag_mf: | BB8B9F
:flag_sj: | CE7279
:flag_ta: | 80658C
:flag_um: | 9F868D
